municipio,target,epi_year,epi_week,familia,prob_alerta_proxima_janela,limiar_operacional,acima_limiar,faixa_predita,drivers,tipo_sinal,acao_sugerida,metodo,modelo_versao,risco_composto,positividade,tests,banda_absoluta,percentil_estadual,banda_percentil,banda_risco,criterio_banda,legenda_banda
VARZEA GRANDE,doenca_de_chagas_aguda_chagas_igg,2026,22,outros,0.2233,0.2,True,moderado,cnes_leitos_total=1.51e+04 (imp=0.0448); cnes_estabelecimentos=6.79e+03 (imp=0.0222); cnes_equipes_esf=3.05e+03 (imp=0.0431); tests_ma8=1.12 (imp=0.0755); positividade_ma8=0.125 (imp=0.369),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Alto,99.1,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVA MARILANDIA,chikungunya,2025,37,arbovirose,0.222,0.25,False,moderado,cnes_estabelecimentos=179 (imp=0.0105); tests_ma8=2.38 (imp=0.47); cnes_equipes_esf=24 (imp=0.00844); tests=2 (imp=0.0116); positividade_trend=0.25 (imp=0.0798),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,2,Baixo,95.4,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SORRISO,toxoplasmose_toxoplasmose_igm,2026,14,outros,0.2214,0.2,True,moderado,cnes_leitos_total=8.46e+03 (imp=0.0448); cnes_estabelecimentos=8.87e+03 (imp=0.0222); cnes_equipes_esf=648 (imp=0.0431); positividade_ma8=0.562 (imp=0.369); tests_ma8=1.25 (imp=0.0755),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.7438,1.0,2,Alto,99.1,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CAMPO VERDE,zika,2026,12,arbovirose,0.2194,0.25,False,moderado,cnes_estabelecimentos=2.51e+03 (imp=0.0105); cnes_equipes_esf=336 (imp=0.00844); tests_ma8=3.12 (imp=0.47); tests=2 (imp=0.0116); confianca_dado=1 (imp=0.015),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,2,Baixo,95.4,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
VARZEA GRANDE,chikungunya,2026,30,arbovirose,0.2174,0.25,False,moderado,cnes_estabelecimentos=6.79e+03 (imp=0.0105); cnes_equipes_esf=3.05e+03 (imp=0.00844); tests_ma8=5.62 (imp=0.47); tests=4 (imp=0.0116); cnes_leitos_total=1.51e+04 (imp=0),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,4,Baixo,95.3,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOBRES,zika,2026,28,arbovirose,0.2174,0.25,False,moderado,cnes_estabelecimentos=1.01e+03 (imp=0.0105); cnes_equipes_esf=144 (imp=0.00844); tests_ma8=1.86 (imp=0.47); risco_composto=0.601 (imp=0.174); tests=4 (imp=0.0116),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.6008,0.25,4,Moderado,95.3,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVO SANTO ANTONIO,hepatite_a,2026,21,hepatite,0.217,0.6,False,moderado,positividade=0.5 (imp=0.0268); positividade_trend=nan (imp=0.00524); indice_vulnerabilidade=2.07 (imp=0.0453); tests=2 (imp=0.00267); risco_composto=0.342 (imp=0.014),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.3416,0.5,2,Alto,78.5,Alto,Alto,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
ALTO GARCAS,hepatite_b_hbv,2026,23,hepatite,0.2156,0.6,False,moderado,cnes_estabelecimentos=482 (imp=0.00855); cnes_equipes_esf=95 (imp=0.0122); cnes_leitos_total=339 (imp=0.00207); positividade_ma8=0.8 (imp=0.617); tests_ma8=1.2 (imp=0.174),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.1414,1.0,1,Moderado,78.2,Alto,Alto,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SANTO ANTONIO DO LEVERGER,tuberculose,2026,30,tuberculose,0.2147,0.2,True,moderado,cnes_equipes_esf=144 (imp=0.176); cnes_estabelecimentos=362 (imp=0.0238); tests=1 (imp=0.324); tests_ma8=2.5 (imp=0.0896); tests_trend=-1 (imp=0.0291),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.0796,0.0,1,Alto,97.3,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CAMPO GRANDE,chikungunya,2025,37,arbovirose,0.2138,0.25,False,moderado,tests_ma8=2.12 (imp=0.47); risco_composto=0.774 (imp=0.174); tests=4 (imp=0.0116); confianca_dado=0.956 (imp=0.015); tests_trend=0.875 (imp=0.0162),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.7741,0.25,4,Moderado,95.2,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
VARZEA GRANDE,sifilis,2026,23,outros,0.2135,0.2,True,moderado,cnes_leitos_total=1.51e+04 (imp=0.0448); cnes_estabelecimentos=6.79e+03 (imp=0.0222); cnes_equipes_esf=3.05e+03 (imp=0.0431); tests_ma8=1.25 (imp=0.0755); positividade_ma8=0.125 (imp=0.369),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.4,1.0,1,Alto,99.1,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
COLIDER,raiva_raiva,2025,21,outros,0.2132,0.2,True,moderado,cnes_leitos_total=2.92e+03 (imp=0.0448); cnes_estabelecimentos=1.97e+03 (imp=0.0222); cnes_equipes_esf=192 (imp=0.0431); tests_ma8=6 (imp=0.0755); tests_trend=1.25 (imp=0.0694),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Alto,99.0,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CONFRESA,zika,2026,7,arbovirose,0.212,0.25,False,moderado,cnes_estabelecimentos=1.88e+03 (imp=0.0105); cnes_equipes_esf=216 (imp=0.00844); tests_ma8=1.6 (imp=0.47); notificacoes=7 (imp=0.00811); confianca_dado=0.956 (imp=0.015),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.0477,0.0,1,Baixo,95.1,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PONTAL DO ARAGUAIA,hepatite_b_hbv,2026,22,hepatite,0.2116,0.6,False,moderado,cnes_estabelecimentos=302 (imp=0.00855); cnes_equipes_esf=72 (imp=0.0122); positividade_ma8=0.75 (imp=0.617); tests_ma8=1 (imp=0.174); positividade=1 (imp=0.0268),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.1633,1.0,1,Moderado,78.0,Alto,Alto,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
APARECIDA DE GOIANIA,dengue,2025,43,arbovirose,0.2105,0.25,False,moderado,tests_ma8=2.25 (imp=0.47); risco_composto=0.769 (imp=0.174); tests=3 (imp=0.0116); confianca_dado=0.781 (imp=0.015); positividade=0.333 (imp=0.0247),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.7686,0.3333333333333333,3,Moderado,95.0,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CAMPINAPOLIS,tuberculose,2026,30,tuberculose,0.2094,0.2,True,moderado,cnes_equipes_esf=96 (imp=0.176); cnes_estabelecimentos=639 (imp=0.0238); tests=3 (imp=0.324); tests_ma8=3.25 (imp=0.0896); indice_vulnerabilidade=2.79 (imp=0.0166),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.279,0.0,3,Alto,97.2,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
BARAO DE MELGACO,hansen_ase_hansen_ase,2025,42,outros,0.2087,0.2,True,moderado,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_leitos_total=288 (imp=0.0448); indice_vulnerabilidade=5.22 (imp=0.0582); risco_composto=0.5 (imp=0.052),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.5,0.0,1,Alto,99.0,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CHAPADA DOS GUIMARAES,zika,2026,19,arbovirose,0.2085,0.25,False,moderado,cnes_estabelecimentos=812 (imp=0.0105); cnes_equipes_esf=215 (imp=0.00844); tests_ma8=2.88 (imp=0.47); tests=2 (imp=0.0116); positividade_ma8=0.339 (imp=0.0612),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.0363,0.0,2,Baixo,95.0,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CAMPO VERDE,meningite,2026,30,outros,0.208,0.2,True,moderado,cnes_leitos_total=1.87e+03 (imp=0.0448); cnes_estabelecimentos=2.51e+03 (imp=0.0222); cnes_equipes_esf=336 (imp=0.0431); tests_ma8=3.75 (imp=0.0755); tests_trend=-1.75 (imp=0.0694),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.8319,0.3333333333333333,3,Alto,98.9,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CAMPO VERDE,toxoplasmose_citomegalov_rus_igg,2025,29,outros,0.2077,0.2,True,moderado,positividade=1 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_leitos_total=1.87e+03 (imp=0.0448); cnes_estabelecimentos=2.51e+03 (imp=0.0222); cnes_equipes_esf=336 (imp=0.0431),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.0,1.0,1,Alto,98.9,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVA MUTUM,zika,2025,51,arbovirose,0.205,0.25,False,moderado,cnes_estabelecimentos=5.27e+03 (imp=0.0105); cnes_equipes_esf=325 (imp=0.00844); tests_ma8=2.12 (imp=0.47); tests=2 (imp=0.0116); confianca_dado=1 (imp=0.015),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,2,Baixo,94.9,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
GENERAL CARNEIRO,dengue,2026,20,arbovirose,0.2046,0.25,False,moderado,tests_ma8=12.2 (imp=0.47); cnes_estabelecimentos=310 (imp=0.0105); cnes_equipes_esf=48 (imp=0.00844); tests_trend=-9.5 (imp=0.0162); tests=4 (imp=0.0116),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.0819,0.0,4,Baixo,94.8,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PRIMAVERA DO LESTE,dengue,2026,30,arbovirose,0.2034,0.25,False,moderado,cnes_estabelecimentos=5.58e+03 (imp=0.0105); tests_ma8=12.2 (imp=0.47); cnes_equipes_esf=408 (imp=0.00844); tests=16 (imp=0.0116); tests_trend=4.5 (imp=0.0162),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,16,Baixo,94.8,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
ARAPUTANGA,dengue,2026,29,arbovirose,0.2029,0.25,False,moderado,cnes_estabelecimentos=833 (imp=0.0105); tests_ma8=5 (imp=0.47); cnes_equipes_esf=120 (imp=0.00844); tests=16 (imp=0.0116); risco_composto=0.126 (imp=0.174),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.1265,0.0,16,Baixo,94.7,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVO PROGRESSO,dengue,2026,28,arbovirose,0.2016,0.25,False,moderado,tests_ma8=1.62 (imp=0.47); risco_composto=0.843 (imp=0.174); tests=4 (imp=0.0116); positividade_trend=-0.188 (imp=0.0798); confianca_dado=0.781 (imp=0.015),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.8431,0.0,4,Baixo,94.6,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
RESERVA DO CABACAL,hepatite_b_hbv,2026,4,hepatite,0.2015,0.6,False,moderado,cnes_estabelecimentos=120 (imp=0.00855); cnes_equipes_esf=24 (imp=0.0122); positividade_ma8=0.4 (imp=0.617); tests_ma8=1.2 (imp=0.174); positividade=1 (imp=0.0268),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.287,1.0,1,Moderado,77.7,Alto,Alto,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CAMPO NOVO DO PARECIS,chikungunya,2026,30,arbovirose,0.2008,0.25,False,moderado,cnes_estabelecimentos=2.99e+03 (imp=0.0105); tests_ma8=21.1 (imp=0.47); cnes_equipes_esf=261 (imp=0.00844); tests=71 (imp=0.0116); risco_composto=0.662 (imp=0.174),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.6625,0.0,71,Baixo,94.6,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CANARANA,citomegalov_rus_citomegalov_rus_igg,2026,13,outros,0.1992,0.2,False,moderado,cnes_leitos_total=1.06e+03 (imp=0.0448); cnes_estabelecimentos=1.94e+03 (imp=0.0222); cnes_equipes_esf=192 (imp=0.0431); tests_ma8=8.88 (imp=0.0755); positividade_ma8=0.919 (imp=0.369),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1349,1.0,1,Moderado,98.9,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
JANGADA,chikungunya,2025,36,arbovirose,0.1985,0.25,False,moderado,cnes_estabelecimentos=384 (imp=0.0105); tests_ma8=2.62 (imp=0.47); cnes_equipes_esf=105 (imp=0.00844); n_eventos_climaticos=2 (imp=0.0221); tests=2 (imp=0.0116),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0561,0.0,2,Baixo,94.5,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CAMPO VERDE,sarampo_rub_ola_igg,2026,1,outros,0.1977,0.2,False,moderado,cnes_leitos_total=1.87e+03 (imp=0.0448); cnes_estabelecimentos=2.51e+03 (imp=0.0222); cnes_equipes_esf=336 (imp=0.0431); positividade_ma8=0.5 (imp=0.369); tests_ma8=1.4 (imp=0.0755),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.4411,1.0,2,Alto,98.8,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
