municipio,exames,tat_mediano_dias,tat_p90_dias,tat_lab_mediano_dias,logistica_mediana_dias,pct_liberado_48h,pct_liberado_48h_coleta,pct_liberado_7d,pct_liberado_14d,pct_rejeitado,backlog_estimado,pct_inconclusivo,pct_liberado,fonte,anos_referencia,interpretacao,volume_norm,backlog_norm,tat_p90_norm,rejeicao_norm,indice_pressao_rede,faixa_pressao,formula_pressao,sla_48h_fonte,sla_crise,tipo_sinal_sla,pct_liberado_48h_limiar_crise,tat_p90_limiar_crise,exames_ultima_se,exames_mediana_8se,razao_exames_vs_hist,silencio_gal_alerta,tipo_silencio_gal,silencio_gal_vs_vizinhos,exames_mediana_vizinhos,epi_year_ref,epi_week_ref,fonte_silencio,nota_silencio,silencio_sinan_territorial,silencio_gal_distinto_sinan,divergencia_gal_notif,tipo_divergencia,fonte_divergencia,exames_janela,notificacoes_janela,prioridade_emergencia,sinal,acao_sugerida,responsavel,prazo_acao,checklist_operacional,tipo_sinal_pressao,prob_pressao_alta_proxima_janela,limiar_pressao_predita,pressao_predita_acima_limiar,faixa_pressao_predita,drivers_pressao_predita,acao_pressao_predita,tipo_sinal_pressao_predita
LUCAS DO RIO VERDE,8050.0,9.477777777777778,95.41458333333334,4.233333333333333,3.5097222222222224,0.33154088633413686,0.12024580634446105,0.39162929745889385,0.5846204949343963,0.04236024844720497,3189.0,0.0,0.4683229813664596,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.8108,0.3961,1.0,0.4236,67.56,alta,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,False,Observado,0.2768586387434555,151.14791666666676,734.0,5.0,146.8,False,estavel,False,13.5,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,True,exame_sem_notif_semana,integrated_weekly_surveillance,734.0,0.0,ALTO,utilizacao,Avaliar subutilização da rede e reforçar encaminhamento de amostras em 15 dias.,Vigilância municipal + LACEN,15 dias,1) Comparar exames×notificações; 2) Identificar subutilização; 3) Reforçar encaminhamento laboratorial,Derivado,0.9768,0.3,True,critica,cnes_estabelecimentos=6.74e+03 (imp=0.0355); tests_ma4=264 (imp=0.572); cnes_leitos_total=3.92e+03 (imp=0.013); tests_ma8=181 (imp=0.149); cnes_equipes_esf=600 (imp=0.00772),"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",Predito
PONTES E LACERDA,8516.0,7.536111111111111,86.53194444444445,3.8020833333333335,1.6090277777777777,0.25799256505576207,0.15046222505578577,0.4751354797577303,0.641536499840612,0.030883043682480037,3225.0,0.0,0.46923438233912634,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.8577,0.3787,1.0,0.3088,66.72,alta,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,22.0,2.0,11.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,True,exame_sem_notif_semana,integrated_weekly_surveillance,22.0,0.0,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.9069,0.3,True,critica,cnes_estabelecimentos=2.85e+03 (imp=0.0355); cnes_leitos_total=2.14e+03 (imp=0.013); tests_ma4=26.8 (imp=0.572); tests_ma8=25.5 (imp=0.149); cnes_equipes_esf=288 (imp=0.00772),"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",Predito
PRIMAVERA DO LESTE,7237.0,9.6375,146.31805555555556,4.190277777777778,2.4270833333333335,0.39238927011852776,0.14543812104787715,0.44607046070460704,0.5721770551038844,0.06950393809589608,2203.0,0.0,0.4794804476993229,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.7289,0.3044,1.0,0.695,66.42,alta,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,False,Observado,0.2768586387434555,151.14791666666676,33.0,5.0,6.6,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,True,exame_sem_notif_semana,integrated_weekly_surveillance,33.0,0.0,ALTO,utilizacao,Avaliar subutilização da rede e reforçar encaminhamento de amostras em 15 dias.,Vigilância municipal + LACEN,15 dias,1) Comparar exames×notificações; 2) Identificar subutilização; 3) Reforçar encaminhamento laboratorial,Derivado,0.9404,0.3,True,critica,cnes_estabelecimentos=5.58e+03 (imp=0.0355); cnes_leitos_total=5.96e+03 (imp=0.013); tests_ma4=35.8 (imp=0.572); tests_ma8=34.5 (imp=0.149); cnes_equipes_esf=408 (imp=0.00772),"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",Predito
CHAPADA DOS GUIMARAES,7360.0,13.657291666666666,93.8802777777779,9.152777777777779,2.35625,0.24775545104745617,0.0969989281886388,0.36584494462307965,0.5062522329403358,0.04918478260869565,2660.0,0.0,0.421875,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.7413,0.3614,1.0,0.4918,65.46,alta,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,18.0,2.0,9.0,False,estavel,False,47.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.5903,0.3,True,alta,cnes_estabelecimentos=812 (imp=0.0355); tests_ma4=11.2 (imp=0.572); tests_ma8=12.1 (imp=0.149); cnes_equipes_esf=215 (imp=0.00772); indice_pressao_proxy=27.9 (imp=0.0408),"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",Predito
NOVA MUTUM,4778.0,16.604861111111113,186.91631944444458,3.036111111111111,7.352777777777778,0.339919624916276,0.0721830985915493,0.2737676056338028,0.4448356807511737,0.10925073252406865,1448.0,0.0,0.42611971536207616,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.4812,0.3031,1.0,1.0,63.53,alta,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,22.0,2.0,11.0,False,estavel,False,0.5,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,True,exame_sem_notif_semana,integrated_weekly_surveillance,22.0,0.0,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.8604,0.3,True,critica,cnes_estabelecimentos=5.27e+03 (imp=0.0355); cnes_leitos_total=5.2e+03 (imp=0.013); tests_ma4=16 (imp=0.572); cnes_equipes_esf=325 (imp=0.00772); tests_ma8=16.1 (imp=0.149),"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",Predito
GUARANTA DO NORTE,7776.0,22.417361111111113,118.74138888888889,8.221527777777778,8.411111111111111,0.2768586387434555,0.1211344922232388,0.24208600182982618,0.36925892040256175,0.03780864197530864,1166.0,0.0,0.41203703703703703,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.7832,0.1499,1.0,0.3781,58.67,alta,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,19.0,2.0,9.5,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.8132,0.3,True,critica,cnes_estabelecimentos=1.63e+03 (imp=0.0355); cnes_leitos_total=1.46e+03 (imp=0.013); tests_ma4=21.5 (imp=0.572); tests_ma8=18 (imp=0.149); cnes_equipes_esf=216 (imp=0.00772),"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",Predito
ARAPUTANGA,5938.0,15.706597222222221,90.7375,12.065972222222221,5.465972222222222,0.21787314312662107,0.06333333333333334,0.21791666666666668,0.43291666666666667,0.02172448635904345,2321.0,0.0,0.5436173795890872,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.5981,0.3909,1.0,0.2172,57.93,alta,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,2.0,2.0,1.0,False,estavel,False,0.5,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.2194,0.3,False,baixa,cnes_estabelecimentos=833 (imp=0.0355); cnes_leitos_total=475 (imp=0.013); tests_ma4=9.25 (imp=0.572); cnes_equipes_esf=120 (imp=0.00772); tests_ma8=6.12 (imp=0.149),Manter rotina de desempenho da rede laboratorial.,Predito
JUINA,5183.0,10.404861111111112,180.38333333333333,5.095138888888889,2.6020833333333333,0.39078087375300996,0.13616071428571427,0.4075255102040816,0.5628188775510204,0.04765579780050164,1598.0,0.0,0.2934593864557206,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.522,0.3083,1.0,0.4766,57.06,alta,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,56.0,3.0,18.667,False,estavel,False,3.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,True,exame_sem_notif_semana,integrated_weekly_surveillance,56.0,0.0,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.8845,0.3,True,critica,cnes_estabelecimentos=2.65e+03 (imp=0.0355); cnes_leitos_total=3.02e+03 (imp=0.013); tests_ma4=43.8 (imp=0.572); tests_ma8=28.2 (imp=0.149); cnes_equipes_esf=288 (imp=0.00772),"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",Predito
PARANAITA,2992.0,21.713194444444444,119.42291666666667,4.9743055555555555,10.728472222222223,0.30155544405418966,0.1034025629695095,0.2129916040653999,0.3561643835616438,0.12065508021390374,388.0,0.0,0.4391711229946524,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.3013,0.1297,1.0,1.0,52.93,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,False,Observado,0.2768586387434555,151.14791666666676,67.0,2.0,33.5,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,True,exame_sem_notif_semana,integrated_weekly_surveillance,67.0,0.0,ALTO,utilizacao,Avaliar subutilização da rede e reforçar encaminhamento de amostras em 15 dias.,Vigilância municipal + LACEN,15 dias,1) Comparar exames×notificações; 2) Identificar subutilização; 3) Reforçar encaminhamento laboratorial,Derivado,0.6288,0.3,True,critica,cnes_estabelecimentos=636 (imp=0.0355); tests_ma4=24.8 (imp=0.572); cnes_leitos_total=922 (imp=0.013); tests_ma8=18.2 (imp=0.149); indice_pressao_proxy=49.3 (imp=0.0408),"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",Predito
TESOURO,53.0,23.085069444444443,263.5965277777778,2.3944444444444444,1.6072916666666668,0.5,0.25,0.35714285714285715,0.4642857142857143,0.05660377358490566,34.0,0.0,0.20754716981132076,gal_lacen_microdados,>=2024,TAT mediano elevado — revisar fluxo coleta→liberação,0.0053,0.6415,1.0,0.566,52.9,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,0.0,2.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.047,0.3,False,baixa,cnes_estabelecimentos=182 (imp=0.0355); cnes_leitos_total=360 (imp=0.013); tests_ma4=1.75 (imp=0.572); indice_pressao_proxy=21.5 (imp=0.0408); tat_mediano_dias=146 (imp=0.00376),Manter rotina de desempenho da rede laboratorial.,Predito
ITANHANGA,119.0,7.649652777777778,244.57916666666668,2.900347222222222,2.3333333333333335,0.3870967741935484,0.18055555555555555,0.4861111111111111,0.5833333333333334,0.11764705882352941,47.0,0.0,0.2689075630252101,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.012,0.395,1.0,1.0,52.21,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,5.0,1.0,5.0,False,estavel,False,2.5,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.06,0.3,False,baixa,cnes_estabelecimentos=347 (imp=0.0355); tests_ma4=2 (imp=0.572); indice_pressao_proxy=22.2 (imp=0.0408); tat_mediano_dias=163 (imp=0.00376); cnes_equipes_esf=72 (imp=0.00772),Manter rotina de desempenho da rede laboratorial.,Predito
JACIARA,782.0,2.3743055555555554,236.73513888888888,0.9145833333333333,1.4458333333333333,0.642,0.43159922928709055,0.6820809248554913,0.74373795761079,0.06905370843989769,371.0,0.0,0.31074168797953966,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras,0.0788,0.4744,1.0,0.6905,51.95,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,2.0,3.0,0.667,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.2025,0.3,False,baixa,cnes_estabelecimentos=1.68e+03 (imp=0.0355); cnes_leitos_total=1.39e+03 (imp=0.013); tests_ma4=3 (imp=0.572); cnes_equipes_esf=192 (imp=0.00772); indice_pressao_proxy=20.9 (imp=0.0408),Manter rotina de desempenho da rede laboratorial.,Predito
PONTAL DO ARAGUAIA,242.0,14.713888888888889,44.74652777777778,3.1680555555555556,5.597916666666666,0.2710843373493976,0.1746031746031746,0.3386243386243386,0.48677248677248675,0.08677685950413223,104.0,0.0,0.3305785123966942,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.0244,0.4298,1.0,0.8678,51.64,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,True,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.015,0.3,False,baixa,cnes_estabelecimentos=302 (imp=0.0355); tests_ma4=2 (imp=0.572); cnes_equipes_esf=72 (imp=0.00772); indice_pressao_proxy=11 (imp=0.0408); tests_ma8=1.62 (imp=0.149),Manter rotina de desempenho da rede laboratorial.,Predito
ACORIZAL,297.0,19.435416666666665,176.48333333333332,12.7375,1.5638888888888889,0.36,0.2315270935960591,0.3793103448275862,0.458128078817734,0.12794612794612795,103.0,0.0,0.40404040404040403,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.0299,0.3468,1.0,1.0,51.3,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,2.0,1.0,2.0,False,estavel,False,2.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.1409,0.3,False,baixa,cnes_estabelecimentos=250 (imp=0.0355); tests_ma4=3 (imp=0.572); indice_pressao_proxy=20.9 (imp=0.0408); tat_mediano_dias=131 (imp=0.00376); cnes_equipes_esf=48 (imp=0.00772),Manter rotina de desempenho da rede laboratorial.,Predito
DIAMANTINO,805.0,7.600694444444445,152.22152777777777,2.91875,1.6701388888888888,0.4296724470134875,0.15734265734265734,0.479020979020979,0.6311188811188811,0.10062111801242236,237.0,0.0,0.4372670807453416,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras,0.0811,0.2944,1.0,1.0,51.26,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,0.0,1.0,0.0,False,estavel,False,1.5,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.3098,0.3,True,moderada,cnes_estabelecimentos=1.58e+03 (imp=0.0355); cnes_leitos_total=720 (imp=0.013); tests_ma4=4.5 (imp=0.572); cnes_equipes_esf=237 (imp=0.00772); indice_pressao_proxy=23.7 (imp=0.0408),"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",Predito
ARENAPOLIS,2956.0,23.6,109.57430555555555,5.172569444444445,8.453472222222222,0.2504911591355599,0.026758409785932722,0.19762996941896024,0.382262996941896,0.08389715832205684,420.0,0.0,0.40121786197564274,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.2977,0.1421,1.0,0.839,50.78,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,0.0,1.0,0.0,False,estavel,False,0.5,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.2067,0.3,False,baixa,cnes_estabelecimentos=707 (imp=0.0355); cnes_leitos_total=984 (imp=0.013); indice_pressao_proxy=22.2 (imp=0.0408); tests_ma4=1.5 (imp=0.572); cnes_equipes_esf=96 (imp=0.00772),Manter rotina de desempenho da rede laboratorial.,Predito
